,0
2998,1
2999,4
3000,3
3001,0
3002,6
3003,2
3004,0
3005,3
3006,5
3007,6
3008,1
3009,6
3010,5
3011,6
3012,4
3013,3
3014,2
3015,2
3016,3
3017,1
3018,4
3019,4
3020,0
3021,2
3022,2
3023,5
3024,0
3025,0
3026,3
3027,5
3028,2
3029,4
3030,0
3031,1
3032,6
3033,2
3034,4
3035,4
3036,2
3037,5
3038,4
3039,4
3040,4
3041,1
3042,2
3043,1
3044,0
3045,0
3046,2
3047,2
3048,2
3049,2
3050,2
3051,6
3052,3
3053,5
3054,4
3055,1
3056,3
3057,6
3058,0
3059,1
3060,1
3061,5
3062,5
3063,6
3064,3
3065,3
3066,2
3067,6
3068,1
3069,6
3070,5
3071,2
3072,2
3073,4
3074,3
3075,5
3076,2
3077,0
3078,2
3079,3
3080,4
3081,6
3082,2
3083,3
3084,5
3085,5
3086,6
3087,3
3088,4
3089,5
3090,2
3091,5
3092,0
3093,4
3094,0
3095,3
3096,2
3097,0
3098,3
3099,5
3100,4
3101,6
3102,1
3103,5
3104,3
3105,2
3106,4
3107,5
3108,0
3109,2
3110,5
3111,4
3112,6
3113,3
3114,2
3115,3
3116,6
3117,4
3118,5
3119,5
3120,3
3121,4
3122,6
3123,2
3124,2
3125,1
3126,5
3127,2
3128,4
3129,4
3130,2
3131,2
3132,6
3133,6
3134,3
3135,6
3136,5
3137,0
3138,2
3139,0
3140,2
3141,2
3142,2
3143,6
3144,5
3145,3
3146,1
3147,2
3148,4
3149,6
3150,5
3151,6
3152,3
3153,2
3154,2
3155,4
3156,3
3157,6
3158,4
3159,2
3160,6
3161,5
3162,1
3163,0
3164,2
3165,2
3166,6
3167,6
3168,3
3169,4
3170,5
3171,3
3172,6
3173,4
3174,4
3175,6
3176,6
3177,2
3178,4
3179,0
3180,2
3181,5
3182,2
3183,3
3184,0
3185,4
3186,0
3187,0
3188,4
3189,6
3190,3
3191,0
3192,4
3193,0
3194,5
3195,2
3196,0
3197,3
3198,3
3199,3
3200,0
3201,2
3202,5
3203,4
3204,4
3205,6
3206,2
3207,6
3208,3
3209,6
3210,3
3211,2
3212,4
3213,6
3214,5
3215,3
3216,6
3217,1
3218,0
3219,0
3220,2
3221,6
3222,1
3223,2
3224,2
3225,3
3226,4
3227,5
3228,2
3229,2
3230,1
3231,2
3232,3
3233,2
3234,4
3235,5
3236,5
3237,5
3238,1
3239,5
3240,5
3241,5
3242,3
3243,6
3244,3
3245,0
3246,6
3247,6
3248,1
3249,4
3250,0
3251,0
3252,3
3253,1
3254,2
3255,3
3256,3
3257,2
3258,3
3259,5
3260,3
3261,5
3262,0
3263,1
3264,1
3265,6
3266,1
3267,3
3268,1
3269,4
3270,2
3271,3
3272,4
3273,0
3274,0
3275,3
3276,5
3277,6
3278,4
3279,1
3280,6
3281,3
3282,2
3283,6
3284,2
3285,4
3286,2
3287,4
3288,6
3289,5
3290,0
3291,5
3292,2
3293,3
3294,0
3295,3
3296,0
3297,2
3298,5
3299,4
3300,2
3301,3
3302,2
3303,5
3304,0
3305,2
3306,3
3307,6
3308,1
3309,2
3310,6
3311,6
3312,1
3313,1
3314,5
3315,2
3316,3
3317,2
3318,2
3319,3
3320,3
3321,2
3322,4
3323,6
3324,6
3325,2
3326,4
3327,2
3328,4
3329,1
3330,3
3331,4
3332,5
3333,6
3334,2
3335,6
3336,2
3337,0
3338,1
3339,2
3340,5
3341,0
3342,6
3343,3
3344,2
3345,4
3346,3
3347,2
3348,5
3349,2
3350,2
3351,3
3352,1
3353,5
3354,2
3355,2
3356,2
3357,4
3358,1
3359,2
3360,3
3361,1
3362,6
3363,2
3364,0
3365,5
3366,6
3367,6
3368,2
3369,2
3370,0
3371,5
3372,0
3373,4
3374,5
3375,0
3376,2
3377,4
3378,1
3379,3
3380,6
3381,6
3382,6
3383,2
3384,2
3385,3
3386,2
3387,5
3388,6
3389,3
3390,2
3391,6
3392,6
3393,3
3394,4
3395,6
3396,5
3397,2
3398,3
3399,1
3400,6
3401,6
3402,6
3403,5
3404,0
3405,0
3406,4
3407,2
3408,3
3409,2
3410,2
3411,3
3412,2
3413,2
3414,3
3415,3
3416,5
3417,1
3418,4
3419,2
3420,6
3421,0
3422,2
3423,1
3424,1
3425,3
3426,5
3427,5
3428,6
3429,3
3430,5
3431,0
3432,1
3433,6
3434,3
3435,6
3436,6
3437,2
3438,3
3439,5
3440,6
3441,5
3442,0
3443,3
3444,6
3445,4
3446,3
3447,0
3448,2
3449,3
3450,3
3451,1
3452,2
3453,6
3454,3
3455,6
3456,4
3457,3
3458,6
3459,3
3460,2
3461,4
3462,2
3463,5
3464,3
3465,1
3466,2
3467,2
3468,5
3469,3
3470,4
3471,0
3472,6
3473,4
3474,4
3475,2
3476,0
3477,1
3478,0
3479,4
3480,0
3481,5
3482,5
3483,5
3484,3
3485,1
3486,6
3487,3
3488,0
3489,0
3490,2
3491,3
3492,6
3493,2
3494,6
3495,6
3496,5
3497,6
3498,3
3499,6
3500,2
3501,0
3502,5
3503,2
3504,0
3505,4
3506,2
3507,4
3508,5
3509,0
3510,4
3511,6
3512,6
3513,4
3514,4
3515,0
3516,3
3517,4
3518,0
3519,6
3520,5
3521,6
3522,6
3523,3
3524,3
3525,6
3526,5
3527,2
3528,4
3529,3
3530,2
3531,3
3532,1
3533,2
3534,3
3535,6
3536,2
3537,4
3538,5
3539,2
3540,6
3541,3
3542,6
3543,2
3544,5
3545,2
3546,3
3547,2
3548,6
3549,2
3550,6
3551,3
3552,2
3553,6
3554,4
3555,2
3556,0
3557,4
3558,4
3559,6
3560,4
3561,5
3562,3
3563,2
3564,6
3565,4
3566,5
3567,1
3568,2
3569,0
3570,4
3571,5
3572,3
3573,6
3574,5
3575,1
3576,1
3577,4
3578,6
3579,2
3580,4
3581,5
3582,1
3583,6
3584,3
3585,3
3586,1
3587,0
3588,3
3589,4
3590,6
3591,2
3592,1
3593,0
3594,5
3595,5
3596,5
3597,4
3598,4
3599,5
3600,2
3601,4
3602,6
3603,2
3604,2
3605,1
3606,6
3607,3
3608,5
3609,5
3610,6
3611,3
3612,4
3613,1
3614,1
3615,2
3616,4
3617,6
3618,6
3619,2
3620,5
3621,1
3622,5
3623,2
3624,6
3625,5
3626,3
3627,5
3628,5
3629,1
3630,1
3631,1
3632,6
3633,2
3634,6
3635,5
3636,3
3637,2
3638,5
3639,6
3640,6
3641,0
3642,0
3643,1
3644,2
3645,6
3646,1
3647,4
3648,4
3649,5
3650,3
3651,5
3652,1
3653,2
3654,1
3655,0
3656,3
3657,3
3658,6
3659,2
3660,6
3661,2
3662,4
3663,6
3664,2
3665,2
3666,4
3667,6
3668,3
3669,6
3670,5
3671,5
3672,3
3673,2
3674,5
3675,3
3676,3
3677,2
3678,0
3679,6
3680,1
3681,4
3682,4
3683,2
3684,6
3685,2
3686,4
3687,3
3688,4
3689,0
3690,5
3691,2
3692,2
3693,2
3694,2
3695,6
3696,2
3697,3
3698,1
3699,6
3700,6
3701,3
3702,4
3703,5
3704,3
3705,3
3706,5
3707,4
3708,4
3709,6
3710,2
3711,2
3712,1
3713,2
3714,5
3715,0
3716,2
3717,4
3718,5
3719,2
3720,0
3721,3
3722,6
3723,1
3724,4
3725,3
3726,1
3727,2
3728,3
3729,4
3730,0
3731,4
3732,6
3733,3
3734,6
3735,4
3736,2
3737,4
3738,5
3739,4
3740,0
3741,1
3742,3
3743,1
3744,2
3745,0
3746,5
3747,6
3748,5
3749,5
3750,1
3751,5
3752,2
3753,2
3754,3
3755,6
3756,1
3757,6
3758,5
3759,2
3760,0
3761,3
3762,5
3763,4
3764,4
3765,1
3766,6
3767,6
3768,2
3769,2
3770,2
3771,5
3772,5
3773,3
3774,4
3775,1
3776,5
3777,2
3778,2
3779,1
3780,5
3781,5
3782,5
3783,5
3784,3
3785,2
3786,5
3787,4
3788,6
3789,6
3790,1
3791,1
3792,6
3793,5
3794,5
3795,6
3796,3
3797,3
3798,1
3799,4
3800,6
3801,6
3802,6
3803,6
3804,3
3805,6
3806,5
3807,1
3808,6
3809,4
3810,2
3811,2
3812,1
3813,2
3814,5
3815,2
3816,5
3817,4
3818,2
3819,5
3820,1
3821,5
3822,5
3823,4
3824,5
3825,2
3826,4
3827,1
3828,4
3829,5
3830,2
3831,6
3832,4
3833,5
3834,2
3835,6
3836,1
3837,3
3838,2
3839,4
3840,4
3841,5
3842,0
3843,2
3844,6
3845,6
3846,5
3847,6
3848,2
3849,2
3850,6
3851,5
3852,2
3853,2
3854,2
3855,3
3856,6
3857,2
3858,0
3859,6
3860,6
3861,1
3862,2
3863,2
3864,4
3865,2
3866,2
3867,1
3868,1
3869,3
3870,4
3871,6
3872,3
3873,0
3874,4
3875,4
3876,2
3877,2
3878,4
3879,4
3880,6
3881,6
3882,4
3883,6
3884,0
3885,3
3886,5
3887,4
3888,5
3889,5
3890,2
3891,4
3892,3
3893,2
3894,1
3895,3
3896,3
3897,4
3898,3
3899,6
3900,6
3901,6
3902,2
3903,4
3904,3
3905,5
3906,1
3907,4
3908,0
3909,4
3910,2
3911,4
3912,4
3913,2
3914,4
3915,6
3916,1
3917,4
3918,0
3919,2
3920,1
3921,3
3922,1
3923,4
3924,4
3925,3
3926,4
3927,6
3928,1
3929,4
3930,2
3931,6
3932,3
3933,6
3934,5
3935,3
3936,2
3937,5
3938,5
3939,5
3940,2
3941,3
3942,3
3943,3
3944,3
3945,2
3946,0
3947,1
3948,0
3949,2
3950,5
3951,2
3952,5
3953,1
3954,5
3955,0
3956,4
3957,5
3958,2
3959,1
3960,6
3961,4
3962,2
3963,2
3964,3
3965,0
3966,3
3967,4
3968,0
3969,2
3970,5
3971,6
3972,3
3973,2
3974,0
3975,2
3976,2
3977,0
3978,2
3979,6
3980,0
3981,6
3982,6
3983,1
3984,2
3985,5
3986,4
3987,3
3988,6
3989,6
3990,0
3991,2
3992,5
3993,4
3994,4
3995,5
3996,6
3997,2
3998,6
3999,4
4000,5
4001,4
4002,6
4003,6
4004,2
4005,1
4006,6
4007,4
4008,5
4009,5
4010,3
4011,1
4012,5
4013,0
4014,6
4015,5
4016,1
4017,2
4018,2
4019,1
4020,2
4021,1
4022,2
4023,2
4024,1
4025,0
4026,1
4027,4
4028,5
4029,1
4030,1
4031,3
4032,6
4033,5
4034,2
4035,4
4036,2
4037,5
4038,4
4039,2
4040,0
4041,0
4042,6
4043,6
4044,2
4045,3
4046,3
4047,1
4048,0
4049,2
4050,2
4051,1
4052,4
4053,4
4054,2
4055,3
4056,4
4057,1
4058,6
4059,6
4060,3
4061,5
4062,2
4063,1
4064,1
4065,0
4066,5
4067,0
4068,1
4069,0
4070,3
4071,6
4072,3
4073,4
4074,1
4075,0
4076,3
4077,3
4078,3
4079,6
4080,3
4081,6
4082,0
4083,4
4084,2
4085,3
4086,2
4087,1
4088,6
4089,5
4090,2
4091,2
4092,5
4093,6
4094,2
4095,3
4096,4
4097,0
4098,1
4099,3
4100,5
4101,2
4102,6
4103,5
4104,6
4105,2
4106,4
4107,3
4108,3
4109,0
4110,2
4111,0
4112,6
4113,6
4114,2
4115,1
4116,3
4117,2
4118,6
4119,0
4120,1
4121,3
4122,1
4123,1
4124,6
4125,4
4126,2
4127,4
4128,3
4129,1
4130,4
4131,2
4132,2
4133,6
4134,2
4135,1
4136,3
4137,5
4138,0
4139,0
4140,6
4141,2
4142,2
4143,1
4144,1
4145,0
4146,2
4147,2
4148,4
4149,3
4150,3
4151,6
4152,3
4153,6
4154,3
4155,5
4156,0
4157,3
4158,3
4159,3
4160,4
4161,0
4162,2
4163,0
4164,6
4165,5
4166,6
4167,2
4168,5
4169,6
4170,2
4171,4
4172,4
4173,1
4174,4
4175,5
4176,6
4177,1
4178,0
4179,2
4180,1
4181,1
4182,2
4183,1
4184,3
4185,1
4186,4
4187,1
4188,0
4189,2
4190,4
4191,3
4192,4
4193,3
4194,1
4195,0
4196,3
4197,0
4198,5
4199,2
4200,6
4201,3
4202,3
4203,4
4204,4
4205,2
4206,6
4207,4
4208,4
4209,2
4210,1
4211,3
4212,2
4213,2
4214,3
4215,6
4216,2
4217,0
4218,0
4219,4
4220,1
4221,6
4222,5
4223,1
4224,5
4225,4
4226,1
4227,1
4228,1
4229,2
4230,2
4231,3
4232,3
4233,4
4234,0
4235,2
4236,1
4237,2
4238,2
4239,3
4240,2
4241,5
4242,1
4243,4
4244,6
4245,1
4246,2
4247,2
4248,4
4249,4
4250,6
4251,6
4252,2
4253,6
4254,1
4255,3
4256,6
4257,5
4258,6
4259,2
4260,5
4261,5
4262,6
4263,5
4264,0
4265,6
4266,6
4267,2
4268,1
4269,2
4270,3
4271,6
4272,5
4273,5
4274,1
4275,6
4276,2
4277,2
4278,5
4279,2
4280,6
4281,5
4282,3
4283,3
4284,6
4285,6
4286,4
4287,2
4288,4
4289,6
4290,1
4291,1
4292,6
4293,3
4294,3
4295,3
4296,5
4297,0
4298,2
4299,6
4300,6
4301,5
4302,2
4303,3
4304,3
4305,6
4306,6
4307,6
4308,1
4309,1
4310,5
4311,2
4312,6
4313,3
4314,6
4315,1
4316,6
4317,3
4318,6
4319,6
4320,0
4321,2
4322,2
4323,5
4324,4
4325,1
4326,4
4327,2
4328,6
4329,2
4330,3
4331,1
4332,1
4333,2
4334,4
4335,1
4336,5
4337,3
4338,0
4339,4
4340,1
4341,2
4342,2
4343,3
4344,6
4345,6
4346,0
4347,1
4348,2
4349,4
4350,2
4351,3
4352,6
4353,0
4354,1
4355,5
4356,2
4357,6
4358,0
4359,6
4360,1
4361,6
4362,6
4363,2
4364,3
4365,2
4366,1
4367,1
4368,1
4369,2
4370,3
4371,5
4372,3
4373,2
4374,1
4375,5
4376,5
4377,2
4378,5
4379,3
4380,5
4381,4
4382,0
4383,3
4384,4
4385,5
4386,1
4387,5
4388,2
4389,5
4390,2
4391,6
4392,6
4393,2
4394,2
4395,4
4396,4
4397,2
4398,3
4399,3
4400,4
4401,4
4402,4
4403,0
4404,6
4405,2
4406,2
4407,2
4408,5
4409,1
4410,1
4411,6
4412,6
4413,1
4414,4
4415,4
4416,4
4417,3
4418,2
4419,6
4420,0
4421,2
4422,4
4423,3
4424,1
4425,2
4426,6
4427,5
4428,4
4429,0
4430,1
4431,6
4432,1
4433,1
4434,6
4435,2
4436,4
4437,4
4438,1
4439,6
4440,4
4441,0
4442,4
4443,0
4444,2
4445,3
4446,2
4447,6
4448,5
4449,6
4450,3
4451,1
4452,4
4453,3
4454,6
4455,4
4456,4
4457,3
4458,6
4459,2
4460,6
4461,3
4462,5
4463,6
4464,3
4465,1
4466,3
4467,5
4468,2
4469,3
4470,5
4471,5
4472,1
4473,5
4474,3
4475,5
4476,5
4477,2
4478,2
4479,4
4480,6
4481,5
4482,2
4483,6
4484,3
4485,2
4486,4
4487,5
4488,5
4489,3
4490,2
4491,5
4492,5
4493,4
4494,2
4495,4
4496,0
4497,5
4498,6
4499,3
4500,3
4501,0
4502,1
4503,4
4504,1
4505,3
4506,0
4507,5
4508,1
4509,6
4510,6
4511,2
4512,3
4513,4
4514,3
4515,1
4516,1
4517,2
4518,4
4519,1
4520,6
4521,5
4522,4
4523,2
4524,3
4525,5
4526,6
4527,4
4528,5
4529,1
4530,2
4531,5
4532,3
4533,4
4534,1
4535,0
4536,6
4537,2
4538,2
4539,6
4540,0
4541,6
4542,1
4543,1
4544,1
4545,2
4546,4
4547,4
4548,3
4549,5
4550,5
4551,5
4552,2
4553,4
4554,3
4555,0
4556,4
4557,4
4558,4
4559,5
4560,1
4561,2
4562,4
4563,5
4564,6
4565,2
4566,1
4567,6
4568,2
4569,3
4570,3
4571,5
4572,2
4573,5
4574,6
4575,2
4576,4
4577,6
4578,2
4579,6
4580,2
4581,3
4582,0
4583,2
4584,1
4585,6
4586,6
4587,4
4588,4
4589,4
4590,4
4591,2
4592,6
4593,0
4594,4
4595,1
4596,4
4597,2
4598,6
4599,3
4600,6
4601,2
4602,3
4603,5
4604,2
4605,0
4606,6
4607,6
4608,1
4609,1
4610,5
4611,0
4612,5
4613,6
4614,4
4615,2
4616,2
4617,2
4618,0
4619,6
4620,4
4621,0
4622,1
4623,6
4624,5
4625,5
4626,4
4627,1
4628,2
4629,3
4630,2
4631,1
4632,4
4633,6
4634,5
4635,6
4636,2
4637,0
4638,0
4639,6
4640,5
4641,5
4642,2
4643,2
4644,5
4645,6
4646,3
4647,2
4648,5
4649,5
4650,5
4651,1
4652,3
4653,2
4654,5
4655,2
4656,4
4657,2
4658,0
4659,4
4660,2
4661,2
4662,2
4663,0
4664,5
4665,0
4666,0
4667,2
4668,3
4669,6
4670,5
4671,5
4672,5
4673,3
4674,2
4675,1
4676,6
4677,2
4678,5
4679,0
4680,6
4681,5
4682,2
4683,0
4684,2
4685,5
4686,1
4687,2
4688,5
4689,2
4690,5
4691,1
4692,1
4693,4
4694,5
4695,3
4696,4
4697,3
4698,5
4699,6
4700,5
4701,6
4702,5
4703,0
4704,2
4705,2
4706,4
4707,3
4708,5
4709,2
4710,4
4711,2
4712,1
4713,2
4714,3
4715,4
4716,3
4717,0
4718,2
4719,6
4720,4
4721,1
4722,4
4723,0
4724,4
4725,5
4726,4
4727,6
4728,4
4729,4
4730,3
4731,1
4732,2
4733,3
4734,1
4735,6
4736,6
4737,3
4738,4
4739,3
4740,2
4741,0
4742,2
4743,3
4744,4
4745,3
4746,0
4747,4
4748,2
4749,2
4750,3
4751,2
4752,0
4753,6
4754,4
4755,1
4756,3
4757,5
4758,6
4759,1
4760,2
4761,5
4762,2
4763,0
4764,0
4765,6
4766,5
4767,6
4768,0
4769,5
4770,2
4771,6
4772,4
4773,2
4774,4
4775,0
4776,0
4777,1
4778,2
4779,5
4780,5
4781,5
4782,4
4783,2
4784,1
4785,2
4786,6
4787,3
4788,5
4789,0
4790,5
4791,4
4792,0
4793,0
4794,6
4795,3
4796,4
4797,4
4798,2
4799,6
4800,5
4801,3
4802,5
4803,2
4804,4
4805,6
4806,6
4807,4
4808,4
4809,2
4810,5
4811,6
4812,5
4813,0
4814,1
4815,4
4816,4
4817,6
4818,5
4819,2
4820,6
4821,5
4822,4
4823,6
4824,2
4825,4
4826,4
4827,1
4828,2
4829,3
4830,2
4831,3
4832,3
4833,5
4834,0
4835,3
4836,6
4837,1
4838,1
4839,2
4840,2
4841,6
4842,0
4843,4
4844,6
4845,6
4846,5
4847,3
4848,5
4849,2
4850,4
4851,5
4852,3
4853,5
4854,6
4855,6
4856,0
4857,0
4858,3
4859,3
4860,2
4861,4
4862,1
4863,1
4864,4
4865,5
4866,4
4867,6
4868,3
4869,6
4870,0
4871,3
4872,1
4873,3
4874,1
4875,5
4876,5
4877,6
4878,3
4879,2
4880,6
4881,2
4882,1
4883,2
4884,2
4885,4
4886,2
4887,5
4888,6
4889,3
4890,6
4891,5
4892,6
4893,1
4894,2
4895,2
4896,2
4897,4
4898,0
4899,4
4900,5
4901,0
4902,3
4903,6
4904,3
4905,4
4906,5
4907,5
4908,1
4909,6
4910,3
4911,4
4912,4
4913,4
4914,3
4915,5
4916,6
4917,4
4918,1
4919,3
4920,4
4921,5
4922,6
4923,4
4924,5
4925,3
4926,5
4927,0
4928,4
4929,0
4930,4
4931,1
4932,2
4933,2
4934,6
4935,6
4936,5
4937,3
4938,2
4939,5
4940,4
4941,2
4942,2
4943,5
4944,3
4945,3
4946,6
4947,5
4948,4
4949,4
4950,0
4951,2
4952,2
4953,2
4954,3
4955,6
4956,0
4957,5
4958,1
4959,6
4960,4
4961,5
4962,6
4963,0
4964,3
4965,2
4966,6
4967,6
4968,1
4969,6
4970,1
4971,3
4972,3
4973,3
4974,0
4975,0
4976,6
4977,2
4978,4
4979,0
4980,1
4981,4
4982,5
4983,3
4984,0
4985,5
4986,5
4987,0
4988,2
4989,0
4990,1
4991,3
4992,4
4993,1
4994,4
4995,3
4996,6
4997,5
4998,6
4999,0
5000,5
5001,5
5002,2
5003,5
5004,0
5005,4
5006,6
5007,6
5008,2
5009,4
5010,2
5011,4
5012,6
5013,1
5014,2
5015,1
5016,5
5017,4
5018,5
5019,2
5020,3
5021,4
5022,6
5023,5
5024,6
5025,6
5026,6
5027,1
5028,6
5029,2
5030,6
5031,6
5032,6
5033,2
5034,2
5035,5
5036,4
5037,6
5038,6
5039,3
5040,2
5041,3
5042,6
5043,4
5044,1
5045,5
5046,1
5047,1
5048,2
5049,0
5050,1
5051,1
5052,5
5053,2
5054,0
5055,0
5056,2
5057,6
5058,5
5059,0
5060,3
5061,3
5062,2
5063,5
5064,2
5065,4
5066,3
5067,3
5068,6
5069,3
5070,1
5071,4
5072,1
5073,2
5074,3
5075,4
5076,1
5077,1
5078,3
5079,6
5080,4
5081,0
5082,1
5083,5
5084,5
5085,1
5086,2
5087,2
5088,2
5089,5
5090,6
5091,6
5092,0
5093,5
5094,6
5095,6
5096,3
5097,4
5098,2
5099,1
5100,4
5101,2
5102,6
5103,4
5104,6
5105,5
5106,0
5107,1
5108,2
5109,5
5110,1
5111,6
5112,4
5113,1
5114,6
5115,2
5116,6
5117,0
5118,6
5119,1
5120,6
5121,3
5122,2
5123,0
5124,2
5125,5
5126,4
5127,5
5128,5
5129,4
5130,1
5131,4
5132,2
5133,4
5134,2
5135,1
5136,0
5137,3
5138,3
5139,4
5140,3
5141,2
5142,2
5143,6
5144,2
5145,2
5146,0
5147,5
5148,5
5149,6
5150,4
5151,2
5152,0
5153,1
5154,2
5155,6
5156,5
5157,4
5158,1
5159,4
5160,6
5161,2
5162,1
5163,4
5164,6
5165,2
5166,4
5167,0
5168,6
5169,5
5170,4
5171,4
5172,4
5173,2
5174,0
5175,4
5176,4
5177,0
5178,2
5179,2
5180,3
5181,2
5182,5
5183,2
5184,1
5185,0
5186,2
5187,6
5188,3
5189,3
5190,4
5191,6
5192,2
5193,3
5194,6
5195,2
5196,5
5197,2
5198,0
5199,4
5200,6
5201,6
5202,4
5203,0
5204,1
5205,3
5206,4
5207,5
5208,2
5209,2
5210,5
5211,2
5212,6
5213,0
5214,5
5215,6
5216,3
5217,4
5218,6
5219,6
5220,2
5221,6
5222,0
5223,5
5224,6
5225,2
5226,6
5227,1
5228,3
5229,4
5230,2
5231,6
5232,6
5233,0
5234,3
5235,6
5236,6
5237,5
5238,3
5239,4
5240,6
5241,2
5242,1
5243,0
5244,2
5245,5
5246,5
5247,4
5248,1
5249,4
5250,2
5251,4
5252,3
5253,2
5254,6
5255,1
5256,0
5257,5
5258,4
5259,1
5260,2
5261,4
5262,3
5263,0
5264,5
5265,3
5266,5
5267,4
5268,3
5269,0
5270,3
5271,5
5272,2
5273,0
5274,5
5275,5
5276,6
5277,2
5278,4
5279,3
5280,3
5281,2
5282,5
5283,0
5284,3
5285,3
5286,5
5287,2
5288,6
5289,5
5290,2
5291,2
5292,5
5293,4
5294,6
5295,1
5296,6
5297,5
5298,5
5299,2
5300,3
5301,4
5302,3
5303,2
5304,2
5305,5
5306,3
5307,4
5308,1
5309,6
5310,5
5311,6
5312,0
5313,6
5314,5
5315,3
5316,2
5317,2
5318,6
5319,6
5320,1
5321,5
5322,3
5323,6
5324,3
5325,2
5326,2
5327,6
5328,2
5329,2
5330,4
5331,5
5332,0
5333,5
5334,4
5335,2
5336,2
5337,4
5338,5
5339,3
5340,6
5341,0
5342,2
5343,3
5344,2
5345,3
5346,6
5347,2
5348,6
5349,4
5350,5
5351,2
5352,6
5353,2
5354,3
5355,6
5356,5
5357,6
5358,5
5359,2
5360,2
5361,6
5362,3
5363,1
5364,2
5365,0
5366,3
5367,6
5368,4
5369,4
5370,3
5371,1
5372,4
5373,6
5374,4
5375,2
5376,4
5377,3
5378,6
5379,2
5380,6
5381,2
5382,6
5383,3
5384,5
5385,3
5386,2
5387,3
5388,6
5389,2
5390,2
5391,5
5392,5
5393,5
5394,5
5395,6
5396,4
5397,6
5398,3
5399,3
5400,6
5401,0
5402,5
5403,2
5404,5
5405,0
5406,2
5407,2
5408,5
5409,3
5410,5
5411,6
5412,6
5413,6
5414,3
5415,2
5416,6
5417,1
5418,0
5419,0
5420,2
5421,6
5422,0
5423,6
5424,1
5425,2
5426,2
5427,3
5428,6
5429,6
5430,2
5431,2
5432,2
5433,0
5434,3
5435,2
5436,5
5437,6
5438,5
5439,0
5440,0
5441,6
5442,5
5443,4
5444,3
5445,3
5446,2
5447,2
5448,3
5449,6
5450,5
5451,2
5452,5
5453,0
5454,6
5455,6
5456,5
5457,1
5458,5
5459,2
5460,2
5461,0
5462,0
5463,2
5464,2
5465,2
5466,5
5467,5
5468,4
5469,6
5470,6
5471,0
5472,6
5473,2
5474,2
5475,4
5476,6
5477,4
5478,3
5479,0
5480,0
5481,3
5482,3
5483,5
5484,2
5485,6
5486,0
5487,5
5488,6
5489,0
5490,1
5491,0
5492,5
5493,5
5494,4
5495,4
5496,1
5497,5
5498,1
5499,2
5500,0
5501,0
5502,3
5503,4
5504,3
5505,4
5506,5
5507,1
5508,3
5509,1
5510,5
5511,2
5512,2
5513,6
5514,6
5515,2
5516,3
5517,3
5518,6
5519,2
5520,6
5521,2
5522,3
5523,6
5524,3
5525,3
5526,2
5527,3
5528,6
5529,6
5530,2
5531,2
5532,0
5533,5
5534,0
5535,5
5536,3
5537,1
5538,5
5539,4
5540,5
5541,5
5542,5
5543,3
5544,0
5545,4
5546,5
5547,5
5548,1
5549,6
5550,3
5551,2
5552,6
5553,6
5554,1
5555,2
5556,6
5557,6
5558,5
5559,2
5560,4
5561,3
5562,6
5563,5
5564,5
5565,3
5566,3
5567,1
5568,5
5569,6
5570,2
5571,0
5572,3
5573,0
5574,4
5575,4
5576,3
5577,6
5578,0
5579,0
5580,5
5581,0
5582,0
5583,6
5584,6
5585,3
5586,4
5587,1
5588,3
5589,5
5590,4
5591,2
5592,4
5593,4
5594,3
5595,3
5596,6
5597,1
5598,2
5599,1
5600,1
5601,5
5602,2
5603,5
5604,3
5605,2
5606,4
5607,2
5608,4
5609,3
5610,3
5611,4
5612,6
5613,4
5614,3
5615,2
5616,0
5617,3
5618,5
5619,6
5620,0
5621,6
5622,2
5623,1
5624,2
5625,0
5626,6
5627,0
5628,1
5629,1
5630,2
5631,3
5632,4
5633,6
5634,4
5635,4
5636,1
5637,4
5638,5
5639,1
5640,5
5641,1
5642,5
5643,5
5644,1
5645,5
5646,6
5647,4
5648,6
5649,0
5650,6
5651,2
5652,5
5653,4
5654,2
5655,3
5656,2
5657,6
5658,5
5659,3
5660,6
5661,3
5662,3
5663,3
5664,1
5665,0
5666,1
5667,6
5668,1
5669,2
5670,6
5671,6
5672,2
5673,6
5674,5
5675,0
5676,2
5677,6
5678,1
5679,6
5680,6
5681,6
5682,4
5683,2
5684,2
5685,0
5686,6
5687,6
5688,3
5689,2
5690,6
5691,4
5692,2
5693,3
5694,3
5695,4
5696,4
5697,0
5698,4
5699,5
5700,2
5701,2
5702,2
5703,3
5704,6
5705,4
5706,1
5707,6
5708,6
5709,4
5710,1
5711,1
5712,5
5713,4
5714,2
5715,6
5716,2
5717,0
5718,0
5719,2
5720,3
5721,5
5722,6
5723,2
5724,3
5725,6
5726,6
5727,3
5728,4
5729,1
5730,2
5731,2
5732,3
5733,0
5734,6
5735,3
5736,1
5737,6
5738,6
5739,4
5740,6
5741,1
5742,4
5743,1
5744,4
5745,3
5746,3
5747,3
5748,3
5749,2
5750,1
5751,2
5752,2
5753,2
5754,1
5755,4
5756,6
5757,6
5758,2
5759,5
5760,3
5761,4
5762,2
5763,1
5764,5
5765,2
5766,5
5767,5
5768,6
5769,3
5770,2
5771,2
5772,5
5773,4
5774,6
5775,3
5776,6
5777,2
5778,1
5779,1
5780,5
5781,5
5782,4
5783,4
5784,5
5785,5
5786,5
5787,5
5788,1
5789,5
5790,1
5791,5
5792,1
5793,6
5794,5
5795,2
5796,4
